permutation_stat,observed_stat,p_value
0.5101192394456977,1.0,0.0
0.4786013535288431,1.0,0.0
0.4794392523364485,1.0,0.0
0.46973896229455364,1.0,0.0
0.5414759909764743,1.0,0.0
0.5162101192394457,1.0,0.0
0.4922010957138253,1.0,0.0
0.4509184660006445,1.0,0.0
0.49526264904930706,1.0,0.0
0.5103448275862068,1.0,0.0
0.5056397035127296,1.0,0.0
0.4959071865936191,1.0,0.0
0.491588785046729,1.0,0.0
0.4551079600386722,1.0,0.0
0.518659361907831,1.0,0.0
0.49477924589107314,1.0,0.0
0.515146632291331,1.0,0.0
0.5104737350950693,1.0,0.0
0.4941991621011924,1.0,0.0
0.5094747019013858,1.0,0.0
0.5116016757976152,1.0,0.0
0.5066065098291975,1.0,0.0
0.5323880116016757,1.0,0.0
0.5543022881082823,1.0,0.0
0.46358362874637443,1.0,0.0
0.4554624556880438,1.0,0.0
0.4836932001289075,1.0,0.0
0.4539477924589107,1.0,0.0
0.4278117950370609,1.0,0.0
0.5156300354495649,1.0,0.0
0.5136641959394135,1.0,0.0
0.5225588140509184,1.0,0.0
0.4417338059941991,1.0,0.0
0.4400257815017724,1.0,0.0
0.4805994199162101,1.0,0.0
0.5020302932645826,1.0,0.0
0.5374798582017402,1.0,0.0
0.4793747985820173,1.0,0.0
0.48082500805671924,1.0,0.0
0.5024492426683854,1.0,0.0
0.5210763776990011,1.0,0.0
0.479568159845311,1.0,0.0
0.5448920399613277,1.0,0.0
0.5015146632291331,1.0,0.0
0.5301965839510151,1.0,0.0
0.49539155655816947,1.0,0.0
0.533258137286497,1.0,0.0
0.5539155655816951,1.0,0.0
0.5330647760232032,1.0,0.0
0.49632613599742187,1.0,0.0
0.5121817595874959,1.0,0.0
0.4917821463100226,1.0,0.0
0.48420883016435706,1.0,0.0
0.4312278440219143,1.0,0.0
0.4968095391556558,1.0,0.0
0.44585884627779565,1.0,0.0
0.5310022558814051,1.0,0.0
0.4843699645504351,1.0,0.0
0.4918143731872382,1.0,0.0
