permutation_stat,observed_stat,p_value
0.4618219618219618,0.7882252882252883,0.0
0.5052605052605053,0.7882252882252883,0.0
0.49590499590499587,0.7882252882252883,0.0
0.4825174825174826,0.7882252882252883,0.0
0.4923454923454923,0.7882252882252883,0.0
0.49392049392049386,0.7882252882252883,0.0
0.5046620046620047,0.7882252882252883,0.0
0.45070245070245074,0.7882252882252883,0.0
0.44626094626094626,0.7882252882252883,0.0
0.49647199647199647,0.7882252882252883,0.0
0.4848169848169848,0.7882252882252883,0.0
0.5419265419265419,0.7882252882252883,0.0
0.4433944433944434,0.7882252882252883,0.0
0.5047565047565048,0.7882252882252883,0.0
0.494014994014994,0.7882252882252883,0.0
0.5023310023310024,0.7882252882252883,0.0
0.5177660177660177,0.7882252882252883,0.0
0.4877149877149877,0.7882252882252883,0.0
0.4682794682794683,0.7882252882252883,0.0
0.48944748944748945,0.7882252882252883,0.0
0.45306495306495304,0.7882252882252883,0.0
0.47791847791847797,0.7882252882252883,0.0
0.5522270522270522,0.7882252882252883,0.0
0.5617715617715617,0.7882252882252883,0.0
0.511119511119511,0.7882252882252883,0.0
0.4938889938889939,0.7882252882252883,0.0
0.45826245826245815,0.7882252882252883,0.0
0.5354375354375354,0.7882252882252883,0.0
0.46988596988596987,0.7882252882252883,0.0
0.4423549423549423,0.7882252882252883,0.0
0.4465129465129465,0.7882252882252883,0.0
0.49064449064449067,0.7882252882252883,0.0
0.48834498834498835,0.7882252882252883,0.0
0.5334215334215334,0.7882252882252883,0.0
0.4547344547344548,0.7882252882252883,0.0
0.48840798840798844,0.7882252882252883,0.0
0.5192465192465192,0.7882252882252883,0.0
0.5602910602910602,0.7882252882252883,0.0
0.45819945819945823,0.7882252882252883,0.0
0.5003780003780004,0.7882252882252883,0.0
0.5021420021420022,0.7882252882252883,0.0
0.46213696213696215,0.7882252882252883,0.0
0.5372015372015373,0.7882252882252883,0.0
0.5266175266175266,0.7882252882252883,0.0
0.5393435393435393,0.7882252882252883,0.0
0.4941724941724942,0.7882252882252883,0.0
0.4305109305109305,0.7882252882252883,0.0
0.49574749574749577,0.7882252882252883,0.0
0.51001701001701,0.7882252882252883,0.0
0.5212940212940211,0.7882252882252883,0.0
0.4773514773514773,0.7882252882252883,0.0
0.4833994833994834,0.7882252882252883,0.0
0.5282240282240283,0.7882252882252883,0.0
0.4995904995904996,0.7882252882252883,0.0
0.5351855351855351,0.7882252882252883,0.0
0.5164115164115164,0.7882252882252883,0.0
0.506930006930007,0.7882252882252883,0.0
0.454041454041454,0.7882252882252883,0.0
0.42307692307692313,0.7882252882252883,0.0
0.46226296226296226,0.7882252882252883,0.0
0.5397530397530398,0.7882252882252883,0.0
0.5707175707175707,0.7882252882252883,0.0
0.5714735714735715,0.7882252882252883,0.0
0.541958041958042,0.7882252882252883,0.0
0.5012285012285013,0.7882252882252883,0.0
0.5127575127575128,0.7882252882252883,0.0
0.4595539595539596,0.7882252882252883,0.0
0.48053298053298055,0.7882252882252883,0.0
0.5103635103635105,0.7882252882252883,0.0
0.518018018018018,0.7882252882252883,0.0
0.5028035028035028,0.7882252882252883,0.0
0.44881244881244875,0.7882252882252883,0.0
0.5083475083475084,0.7882252882252883,0.0
0.46991746991746985,0.7882252882252883,0.0
0.4605619605619606,0.7882252882252883,0.0
0.5162225162225162,0.7882252882252883,0.0
0.5122220122220122,0.7882252882252883,0.0
0.5661185661185661,0.7882252882252883,0.0
0.5229320229320229,0.7882252882252883,0.0
0.5090720090720091,0.7882252882252883,0.0
0.47668997668997665,0.7882252882252883,0.0
0.5445725445725446,0.7882252882252883,0.0
0.5539280539280539,0.7882252882252883,0.0
0.5116865116865117,0.7882252882252883,0.0
0.5234990234990236,0.7882252882252883,0.0
0.49366849366849364,0.7882252882252883,0.0
0.5241290241290242,0.7882252882252883,0.0
0.5123480123480124,0.7882252882252883,0.0
0.4637749637749637,0.7882252882252883,0.0
0.5138600138600138,0.7882252882252883,0.0
0.5361935361935362,0.7882252882252883,0.0
0.49785799785799784,0.7882252882252883,0.0
0.48853398853398855,0.7882252882252883,0.0
0.5360675360675361,0.7882252882252883,0.0
0.4806589806589807,0.7882252882252883,0.0
0.5460215460215461,0.7882252882252883,0.0
0.49259749259749264,0.7882252882252883,0.0
0.47234297234297234,0.7882252882252883,0.0
0.5114660114660114,0.7882252882252883,0.0
0.47590247590247586,0.7882252882252883,0.0
0.4642474642474642,0.7882252882252883,0.0
0.5041580041580042,0.7882252882252883,0.0
0.5474390474390475,0.7882252882252883,0.0
0.47536697536697536,0.7882252882252883,0.0
0.435928935928936,0.7882252882252883,0.0
0.46188496188496186,0.7882252882252883,0.0
0.4712719712719713,0.7882252882252883,0.0
0.4643734643734644,0.7882252882252883,0.0
0.5330750330750331,0.7882252882252883,0.0
0.5335475335475336,0.7882252882252883,0.0
0.5266490266490266,0.7882252882252883,0.0
0.44906444906444903,0.7882252882252883,0.0
0.5097650097650097,0.7882252882252883,0.0
0.4845334845334845,0.7882252882252883,0.0
0.4602154602154602,0.7882252882252883,0.0
0.4710829710829711,0.7882252882252883,0.0
0.497983997983998,0.7882252882252883,0.0
0.5115605115605116,0.7882252882252883,0.0
0.5458325458325458,0.7882252882252883,0.0
0.5392490392490392,0.7882252882252883,0.0
0.4884709884709885,0.7882252882252883,0.0
0.4477099477099477,0.7882252882252883,0.0
0.44345744345744353,0.7882252882252883,0.0
0.5043155043155043,0.7882252882252883,0.0
